country,director,genre,title,year
Германия Израиль,Томер Хейманн,Не указан,Я снял кино о моей любви,2009
Канада,Патрисия Розема,Не указан,Я слышала пение русалок,1987
СССР,Леван Хотивари,Не указан,Я скажу правду,1957
Индия,Фара Хан,Не указан,Я рядом с тобой!,2004
СССР,Виктор Туров,Киноповесть,Я родом из детства,1966
Франция,Пьер Ришар,Не указан,,1978
США,Не указан,Не указан,Я пью твою кровь,1970
Франция,Серж Генсбур,Не указан,Я тебя люблю… Я тебя тоже нет,1976
Япония,Не указан,Не указан,Я просто люблю тебя,2006
США,Не указан,Не указан,Я проснулся рано в день моей смерти,1998
СССР,Тофик Исмайлов,Не указан,Я придумываю песню,1979
СССР,"Гасан Сеидбейли Незаконный заработок Телефонистка Есть и такой остров Кого мы больше любим Почему ты молчишь? Я помню тебя, учитель Ищите девушку Насими Страницы жизни Цена счастья",Не указан,"Я помню тебя, учитель",1969
Германия,Мария Шрадер,Не указан,Я создан для тебя,2021
Индия,Сурадж Барджатия,Не указан,Я полюбил,1989
Чехословакия,Станислав Черны,Не указан,"Я подожду, пока ты убьёшь",1973
Индия,Махеш Бхатт,Не указан,Я снова вспоминаю о тебе,1993
США,Не указан,Не указан,Я плюю на ваши могилы 3,2015
США,Не указан,Не указан,,2019
США,Не указан,Не указан,Я плюю на ваши могилы 2,2013
Франция,Диана Кюрис,Не указан,Я остаюсь!,2003
Испания,Педро Альмодовар,Не указан,Я очень возбуждён,2013
Франция,Валери Донзелли,Не указан,Я объявляю войну,2011
Чехия,Иржи Менцель,Не указан,Я обслуживал английского короля,2006
Франция,Абель Ганс,Не указан,Я обвиняю,1920
Нацистская Германия,Вольфганг Либенайнер,пропагандистский фильм драматический фильм,Я обвиняю!,29 августа 1941 (Германия)
Франция,Пьер Ришар,Не указан,"Я ничего не знаю, но все скажу",1973
США,Не указан,Не указан,Я никогда не буду твоей,2007
Индия,"Пунит Мальхотра Всё в жизни бывает И в печали, и в радости Никогда не говори «прощай» Меня зовут Кхан Студент года Говорит и показывает Бомбей Сердцу нелегко Lust Stories",Не указан,Я ненавижу истории любви,2010
США,Ниа Вардалос,Не указан,Я ненавижу День святого Валентина,2009
Франция Италия,Андре Тешине,Не указан,Я не целуюсь,1991
Аргентина Италия,Мария Луиза Бемберг,Не указан,Я не хочу об этом говорить,1993
США,С. Силвэн Саймон,Не указан,Я люблю трудности,1948
США,Дуглас Хикокс Ричард Майклс,Не указан,,Не указан
Франция,Пьер Монтазаль,Не указан,Я люблю только тебя,1949
